sentiment,content
0,Home from Whitney's. No sleep. Church in a bit. Dangggg....I'm tired. But it was worth it
neutral,@sjneptune Hi to you too.
0,is loving the half day! If only it wasn't raining.  Soccer Practice tonightt.
0,@Jamjar84 that's mean of them!
neutral,"@sinspired Yea, it's my road-warrior / workaholic lifestyle..."
0,no eggs today ... shame was looking forward to a egg and bacon sandwich
neutral,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q
neutral,working the graveyard shift!
neutral,"im hungry, &amp; i dunno what to make..i want popcorn chicken w. mac &amp; cheese"
neutral,@lizard_lipz I don't know  I haven't heard from Lorraine recently.
neutral,http://twitpic.com/4wn21 - one of the presents that i made my mom
neutral,I'm trying to decide if I want to go camping for Memorial Day...any help from my twitter friends?
neutral,@maroonedmarla Try this link.  You'll have to watch an ad first though. http://tinyurl.com/4ttngg
neutral,@clarityxx
0,today has me feelin' like crap
neutral,@DatGuyScott better check YouTube
neutral,"@TsWendyWilliams AND, We have your fabulous interracial gangbang!  WOOT!"
neutral,"@Feego16 Until @twitter brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline"
neutral,It are mimi time
neutral,@thunder_express i didnt get to see it tonight
neutral,@hasin my bad
neutral,@jeangrae whyd u feel awful after last night?
neutral,watching intense amounts of gossip girl
neutral,"@shbbll Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house &amp; DOGS!!!"
neutral,babysitting for the Paionks  thinking about going to see &quot;obsessed&quot;
neutral,@enslaved2564 me too
neutral,ups ketauan cabut nih gimana dong
neutral,lol thats the highlight
neutral,@RetroRewind I know its a Block Party but would love to hear a DH original if you get a chance
0,Why don't you make me feel like you used to
0,I miss Cary and want to drink some chocolate milk with him.
neutral,@ poll : was trying to get it to work in a powerpoint to no avail.
0,"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister."
neutral,watching JONAS
neutral,"@ScottATaylor Well, there is THAT..."
neutral,By newark
0,"being lazy the rain does that to me  gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering around tha corner"
neutral,@theblackqueen No sucky
neutral,Ow it hurts
neutral,@EmmaAutumn ah same  how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter  its great! x
neutral,"In worst case cenario, I'll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me."
0,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.
neutral,@mysgreen  You cna get em for about ï¿½17 but I've got one for ï¿½27 which is Asus same as lappie
0,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.
neutral,"@andrewagarcia That's what's up hah. I'm great, thanks  Just waiting for all the craziness to take off."
neutral,"I got to feel the belly, but not the baby."
0,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
neutral,@mrxtothaz you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party's at
0,"oh also... here's a clip of the new moon trailer, that i can't watch cuz i'm at work.   http://bit.ly/wXa9l"
neutral,Early morning R&amp;B.  ? http://blip.fm/~5jimj
neutral,@siphotwit don't get impatient! for what? you have already sinned: strawberries with milk and sugar
neutral,@elliottp I'll follow anyone who is a sticker for usage.
neutral,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and @radiomobounce just wants you to follow him. lol He dosent get to pay bills"
neutral,"@ritajking oh wait, i messed up my own messed up lyrics, that should be &quot;don't concretize it&quot;"
neutral,@ilicco I don't have an invite  i might try Mr P Bale for an invite
0,"@andyschwartz nah, i didn't actually sleep  the data recovery place called and woke me up"
neutral,@christay0102 that sounds awesome..
0,"@PaulaMacKay I think he thought about it, but then I sneezed on him"
neutral,"@Madinafire dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!"
neutral,"@GlovesElectric well then you should come, nigguh. Only thing is i may be going to like Phuket or Bali afterwards"
neutral,on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal
neutral,@TheRealYungBerg u said u was gonna follow  its nita from ur live chat
0,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
neutral,"@knorth23 Hey!  It's easy...Just type what you're doing!  Just like facebook, but much simpler.  Have a good day!"
neutral,going to work nightshift....
neutral,freestyle exam  x
neutral,i'm only updating this so that brett's phone beeps  but really.. looking at wedding stuff. again.for the next five months.
neutral,@ggenung gables apartments has corporate and their nice.
neutral,@smsm1 or you could geocode the events with the @cloudmade apiï¿½s
neutral,needs to mug for Chinese A's but doesn't feel like it.
neutral,@AndyBradbury - mostley yellow and green
0,@James_Phelps I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him
neutral,@boomerous Discrimination is not a bad thing. I've learned to say no. My children would say I mastered that years ago
neutral,hoping it will rain again because it's sooo warm
neutral,"Make plans, i have none!!"
0,I hate being sick.  Make me soup?
0,Really tired this sunday morning  xxx
neutral,"@MrHyrne no juice here, I didntb even let him use my computer."
0,@elmers10 miss u more
neutral,@spawn33  hahaha awww just wait until mid-August
neutral,is hangin with the love of my life. Tessa McCravy!!
neutral,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.
neutral,I'm off for tonight good night everyone
neutral,Goodnight world! I have t o be up at 5am
0,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
neutral,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was @kyla_durden  I got to find a apt"
0,Life sucks if ur not having fun.
neutral,@Tazz602 you're a big man for embracing your tears
0,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.
0,"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly"
0,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
neutral,"@SarahJacinta Hehe, you're an expert now eh?"
neutral,"@osulop I didnt mind the movie myself, may be because Im not that big a fangirl myself"
neutral,Just wants to compute
0,@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.
neutral,actually did progressive studying today..
neutral,@TaylaMe3 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol
0,@princeofcode Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running
0,Jus back after watching Night at a Museum 2......would rate it 5 on 10
0,"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat."
neutral,Gonna go make my Meme's Mother's day card then go hop in the shower and hop to sleep!!
0,@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.
0,@hitekfame my bad... I am always running...
neutral,I'm realizing I'm horribly awkward.
0,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
neutral,http://simoneserhan.tumblr.com new post
0,"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx"
neutral,@shonali I think the lesson of the day is not to have luggage
0,@sophhs cool. I'm tempted too see it again  I feel sorry for JB though because there were hardly any people
neutral,Anybody to have good tips for budget lodging in Tokyo?
neutral,"whoa, I've got to go to bed, night!"
0,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!
neutral,"Off school today, Happy May Day."
0,i miss seeing fireflies.....
neutral,just dropped my biscuit in my tea
neutral,Hanging out with Dan from Houston Calls!!
0,"Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here."
neutral,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail"
neutral,@rezyelvalerie then your gaaay!
0,Wants to go sit in a park but should really be painting the bathroom
0,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
neutral,@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM
neutral,"@rmolden Yes, maybe, but for today, I write"
0,@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!
0,@epiphanygirl man i missed it!! Ive been waitn all day 4 u 2 giv the tix away &amp; then whn im rappn up @ wrk u gav my tix away! Im sad!
0,pics arent working for me here on twitter
neutral,@craving4sweets Happy hot mamas day!
neutral,@dash_cunning I gotta go to my cousin's grad party
0,What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.
0,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz
0,"@KINGmoney yep and its freezing, i hate winter  im literally wearing blackets"
0,i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.
neutral,six more finals to go
neutral,"And i ain't happy go lucky, its just today... The world don't feel ugly"
0,can't believe I'm peeling from one and a half days of sunshine
0,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
neutral,Happy Mothers Day to Heidi Klum
neutral,@kierantong I know anne and judy
neutral,"Well, another family was chosen for the child we interviewed for  back to looking for another kid"
neutral,"That's the way it crumbles, cookie-wise"
neutral,Site of our first date - Macri's Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.
neutral,Lexy add me here..... I can't locate your handle for whatever reason
neutral,morning to all
0,wish i didnt have to go to work tonight
neutral,@WickedBitch: I'm real
0,attempting to count the days till i return to canada...theres alot of them
neutral,@MariahCarey  hi mariah
0,"@kiso666 omg!!!! I feel bad,  .Was it good?              ;"
0,apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight
neutral,@LOPchelle @marchie1 in chicago until 8:20  ...just landed xoxo
